,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Europa,Mars,True,PSO J318.5-22,TRAPPIST-1e,True,B,C,D,E,F,G,P,S,T,G,P,S
434,0.34177215189873417,0.0,0.021936739006473686,0.0009364890175378852,0.006515530167797216,0.00016574814569262006,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3774,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
755,0.49367088607594933,0.0,0.0,0.0,0.0003123884327026062,0.031740769900136745,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8337,0.22784810126582278,0.0,0.0,0.0,0.0,0.033563999502755563,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3184,0.9367088607594937,0.0,0.034414517156944956,0.0,0.2952516958229204,0.004931007334355447,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1676,0.26582278481012656,0.0,0.0,0.03443725523582496,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1489,0.22784810126582278,0.029873665107838347,0.0,0.001532436574152903,0.0,0.017569303443417728,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1005,0.17721518987341772,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1528,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3992,0.46835443037974683,0.0,0.0,0.004895283500766218,0.029944662620492682,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4097,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3424,0.43037974683544306,0.09799678927898374,0.0,0.00017027073046143367,0.016021063905747947,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
240,0.7594936708860759,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2017,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1761,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
6633,0.25316455696202533,0.0,0.009224163955321503,0.07193938361995572,0.025883612995358803,0.22786226329092943,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6868,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5747,0.37974683544303794,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4868,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3631,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4342,0.21518987341772153,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7234,0.34177215189873417,0.12075102952467369,0.0,0.01613315171122084,0.00022313459478757588,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1505,0.3924050632911392,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2807,0.26582278481012656,0.0,0.029450239828262836,0.0034905499744593903,0.016065690824705464,0.07392367297890855,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1377,0.49367088607594933,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1900,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5730,0.620253164556962,0.15418440706358624,0.001408781404085466,0.004639877405074068,0.001026419136022849,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5800,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4665,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2469,0.3037974683544304,0.0,0.0,0.0,0.028382720456979652,0.002817718476774541,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4698,0.5949367088607594,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8049,0.3291139240506329,0.0,0.0,0.006300017027073046,0.024589432345590863,0.0036878962416607964,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1753,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4194,0.34177215189873417,0.0693794932644657,0.0,0.0011067597479993189,4.4626918957515175e-05,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8500,0.3037974683544304,0.0,0.0003354241438298729,0.03226630342244168,0.0,0.0008287407284631003,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5450,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6918,0.3291139240506329,0.0,0.0,0.03839604971905329,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7198,0.4050632911392405,0.0,0.0016100358903833897,0.0,0.14298464833987862,0.0046409480793933615,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3955,0.5063291139240507,0.08850422279611922,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1715,0.20253164556962025,0.0,0.007748297722470063,0.02422101140813894,8.925383791503035e-05,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1724,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1513,0.3037974683544304,0.00013959656592447826,0.00010062724314896186,0.0,0.02749018207782935,0.006671362864127958,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
674,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6654,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8054,0.3924050632911392,0.0002791931318489565,0.0003018817294468856,0.03703388387536182,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4729,0.4810126582278481,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
311,0.18987341772151897,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
552,0.27848101265822783,0.0,0.0,0.02558317725183041,0.008166726169225277,0.00016574814569262006,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3722,0.35443037974683544,0.006212047183639283,0.16187569181229663,0.0,8.925383791503035e-05,0.06621638420420171,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6338,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6199,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1046,0.3924050632911392,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
705,0.8481012658227848,0.0053046695051301735,0.0005366786301277966,0.0,0.1002766868975366,0.04831558446939875,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7763,0.26582278481012656,0.086689467439101,0.0,0.027839264430444405,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1379,0.8860759493670886,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
7674,0.22784810126582278,0.0,0.0,0.0008087859696918099,0.033514816137093895,0.00016574814569262006,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025,0.34177215189873417,0.0,0.0,0.0002554060956921505,0.03324705462334881,0.0009116148013094104,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7357,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2228,0.2911392405063291,0.12375235569204997,0.0,0.0033202792439979566,0.0,0.00012431110926946505,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3089,0.6962025316455696,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6465,0.7341772151898734,0.0,0.0,0.0,0.019814352017136737,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1693,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1835,0.3037974683544304,0.00020939484888671738,0.01210881159225841,0.004001362165843691,0.03677258122099251,0.006629925827704802,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1840,0.37974683544303794,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
509,0.2911392405063291,0.0,0.0005031362157448093,0.03537374425336284,0.0007140307033202428,0.00012431110926946505,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5973,0.4177215189873418,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1424,0.4430379746835443,0.13191875479863197,0.0,0.021156138259833132,4.4626918957515175e-05,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
4837,0.5189873417721519,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4083,0.5063291139240507,0.0,0.5932646831918962,0.0,0.01896644055694395,0.006422740645589027,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5182,0.49367088607594933,0.39401130732183987,0.004427598698554322,0.0,4.4626918957515175e-05,0.0751667840716032,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4007,0.16455696202531644,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
143,0.7215189873417721,0.0034899141481119565,0.05661959547848254,0.0,0.0,0.005593999917125927,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
529,0.35443037974683544,0.0,0.013752389897024788,8.513536523071684e-05,0.06042484826847555,0.15310984958355778,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8126,0.43037974683544306,0.025685768130103998,0.016737664777110656,0.0735995232419547,0.0,8.287407284631003e-05,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6965,0.3924050632911392,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
166,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6643,0.20253164556962025,0.0,0.0005702210445107838,0.05154946364719904,0.0,0.0010359259105788754,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7822,0.20253164556962025,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2305,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4744,0.6835443037974683,0.0,0.27659074900211317,0.0,0.0024991074616208496,0.004889570297932292,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6310,0.37974683544303794,0.0053744677880924125,0.0023815114211920975,0.0488251319598161,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1482,0.31645569620253167,0.0002791931318489565,0.0,0.006214881661842329,0.032265262406283475,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2006,0.8354430379746836,0.0,0.0,0.06853396901072706,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7650,0.3924050632911392,0.0,0.03079193640358233,0.0,0.0,0.037293332780839517,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
665,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5441,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7610,0.2911392405063291,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7064,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
4095,0.34177215189873417,0.0,0.09113473987857645,0.0,0.0,0.040856917913230845,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5795,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
496,0.620253164556962,0.2493892650240804,0.04387347801294737,0.01345138770645326,0.02860585505176723,0.0010359259105788754,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
4309,0.37974683544303794,6.979828296223913e-05,0.026733304263240866,0.0,0.00044626918957515175,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4237,0.31645569620253167,0.09352969916940043,0.0,0.00034054146092286734,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2854,0.18987341772151897,6.979828296223913e-05,0.0010062724314896187,0.07632385492933765,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4624,0.25316455696202533,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3006,0.6835443037974683,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3447,0.11392405063291139,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7278,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2147,0.6835443037974683,0.0,0.11340690302888001,0.0,0.19916993930739021,0.0014088592383872706,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
5171,0.25316455696202533,0.0,0.0,0.0,0.03137272402713317,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
83,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6442,0.6329113924050633,0.0,0.24462482809512628,0.005789204835688745,0.004328811138878972,0.018232296026188206,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2926,0.3291139240506329,0.0,0.0,0.05755150689596458,0.00022313459478757588,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4536,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7433,0.5949367088607594,0.0,0.000469593801361822,0.0,0.10398072117101036,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1250,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5138,0.6708860759493671,0.0,0.22252037701673766,0.0,0.2252320599785791,0.004475199933700742,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7789,0.22784810126582278,0.00013959656592447826,0.002784020393787945,0.02451898518644645,0.0016511960014280614,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2871,0.37974683544303794,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4853,0.5949367088607594,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7636,0.24050632911392406,0.04823061352690724,0.0,0.0004256768261535842,0.025035701535166013,0.0010359259105788754,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2352,0.25316455696202533,0.0,0.02166839969140979,0.0,0.0,0.0590477769029959,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8389,0.22784810126582278,0.0009073776785091087,0.02757186462281555,0.0011493274306146773,0.0,0.0019061036754651308,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5816,0.5189873417721519,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8046,0.4177215189873418,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8181,0.24050632911392406,0.012493892650240803,0.0005366786301277966,0.01047164992337817,0.01249553730810425,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6223,0.16455696202531644,0.0,0.0033542414382987285,0.5215818150859867,0.00026776151374509105,0.003314962913852401,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3106,0.5949367088607594,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8335,0.3924050632911392,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1819,0.5949367088607594,0.0,0.014892831986046354,0.013962199897837561,0.0024991074616208496,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7680,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7341,0.11392405063291139,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4246,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
843,0.24050632911392406,0.0,0.013014456780599067,0.019964243146603097,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4765,0.27848101265822783,0.0,0.0,0.0,0.07140307033202428,0.006961422119090043,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3814,0.4810126582278481,0.13268653591121657,0.042800120752691774,0.0,0.33742413423777223,0.0004972444370778602,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2744,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2070,0.45569620253164556,0.0,0.10753698051185724,0.0,0.03114958943234559,0.0029834666224671613,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2653,0.2911392405063291,0.0,0.0,0.0,0.00013388075687254553,0.07951767289603448,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2576,0.45569620253164556,0.04362392685139946,0.0,0.01106759747999319,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5678,0.35443037974683544,0.0,0.23214704994465502,0.0,0.00129418064976794,0.0018646666390419757,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7799,0.6962025316455696,0.0,0.015597222688089088,0.011791248084454281,0.0021420921099607284,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6980,0.49367088607594933,6.979828296223913e-05,0.029349612585113875,0.0,0.00026776151374509105,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8300,0.4810126582278481,0.0,0.07349142991312514,0.03673591009705431,0.009237772224205642,0.25947872208179673,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1888,0.24050632911392406,0.07950024429399037,0.0006037634588937712,0.0,0.0,0.027804251439937016,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5025,0.5822784810126582,0.0,0.2757521886425385,0.0,0.045073188147090326,0.006629925827704802,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8141,0.16455696202531644,0.015146227402805891,0.000234796900680911,0.03950280946705261,0.0,0.03016616251605685,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2740,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5435,0.27848101265822783,0.00725902142807287,0.017140173749706503,0.010812191384301038,0.01896644055694395,0.00016574814569262006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2832,0.569620253164557,0.23096251832204928,0.0,0.0004256768261535842,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
7775,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8538,0.16455696202531644,0.0,0.050347163988863915,0.0009790567001532436,0.00022313459478757588,0.0067542369369742675,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
747,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4867,0.43037974683544306,0.0,0.03065776674605038,0.0,0.10857729382363442,0.026809762565781294,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2702,0.11392405063291139,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5724,0.4177215189873418,0.0,0.01197464193472646,0.10071513706793801,0.07193859335951447,0.08855094683628227,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5739,0.4050632911392405,0.0,0.1400731224633549,0.0,0.008166726169225277,0.0002486222185389301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6325,0.37974683544303794,0.0,0.0,0.01426017367614507,0.00638164941092467,0.03165789582729043,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1910,0.37974683544303794,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2268,0.4177215189873418,0.0002791931318489565,0.0,0.0011918951132300357,0.0,0.11424190941863838,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
809,0.3037974683544304,0.0023731416207161305,0.000234796900680911,0.013621658436914694,0.0,0.01769361455268719,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
8286,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5125,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7999,0.34177215189873417,0.00020939484888671738,0.0319323784926039,0.008854077983994551,0.04244019992859693,0.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
924,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3484,0.6708860759493671,0.0,0.11327273337134806,0.0,0.008612995358800429,0.23051423362201134,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
372,0.3924050632911392,0.0,0.0,0.04750553379873999,8.925383791503035e-05,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
286,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7090,0.3291139240506329,0.0,0.021869654177707712,0.004129065213689767,0.0019189575151731526,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
8589,0.5189873417721519,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8036,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8401,0.5189873417721519,0.0,0.030993190889880253,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6355,0.5063291139240507,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3145,0.810126582278481,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
803,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1387,0.3670886075949367,0.0,0.0841579176869151,0.0,0.0007140307033202428,0.0289230514233622,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
921,0.45569620253164556,6.979828296223913e-05,0.026297252876262032,0.0,0.0024544805426633346,0.006174118427050098,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3592,0.16455696202531644,0.07035666922593704,0.02237279039345252,0.00034054146092286734,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6788,0.3924050632911392,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2230,0.27848101265822783,0.0,0.0015429510616174153,0.0,0.03016779721528026,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5427,0.49367088607594933,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1199,0.5569620253164557,0.0,0.005970549760171737,0.020517623020602758,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2257,0.18987341772151897,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5236,0.27848101265822783,0.04564807705730439,6.708482876597457e-05,0.0035331176570747485,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1881,0.3924050632911392,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
8392,0.35443037974683544,0.0,0.12581759635058531,0.0,0.22425026776151374,0.486512244644263,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
259,0.7215189873417721,0.00020939484888671738,0.042967832824606714,0.0012344627958453941,0.007229560871117458,0.0005386814735010153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5424,0.569620253164557,0.0,0.04031798208835072,0.0063425847096884045,0.06569082470546234,0.1400157460738408,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1451,0.34177215189873417,0.0,0.001039814845872606,0.0,4.4626918957515175e-05,0.47147060042265776,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7481,0.21518987341772153,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3740,0.5063291139240507,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
